path,shape_z_y_x,spacing_x_y_z,size_x,size_y,size_z
synthRAD2025_Train_2.5D/Task2/TH/2THC117/ct.mha,"(5, 309, 308)","(1.0, 1.0, 1.0)",308,309,5
synthRAD2025_Train_2.5D/Task2/TH/2THC119/ct.mha,"(5, 297, 313)","(1.0, 1.0, 1.0)",313,297,5
synthRAD2025_Train_2.5D/Task2/TH/2THC123/ct.mha,"(5, 310, 298)","(1.0, 1.0, 1.0)",298,310,5
synthRAD2025_Train_2.5D/Task2/TH/2THC126/ct.mha,"(5, 310, 310)","(1.0, 1.0, 1.0)",310,310,5
synthRAD2025_Train_2.5D/Task2/TH/2THD003/ct.mha,"(5, 308, 308)","(1.0, 1.0, 1.0)",308,308,5
synthRAD2025_Train_2.5D/Task2/TH/2THD005/ct.mha,"(5, 384, 392)","(1.0, 1.0, 1.0)",392,384,5
synthRAD2025_Train_2.5D/Task2/TH/2THD006/ct.mha,"(5, 392, 393)","(1.0, 1.0, 1.0)",393,392,5
synthRAD2025_Train_2.5D/Task2/TH/2THD025/ct.mha,"(5, 392, 393)","(1.0, 1.0, 1.0)",393,392,5
synthRAD2025_Train_2.5D/Task2/TH/2THD037/ct.mha,"(5, 472, 499)","(1.0, 1.0, 1.0)",499,472,5
synthRAD2025_Train_2.5D/Task2/TH/2THD038/ct.mha,"(5, 463, 499)","(1.0, 1.0, 1.0)",499,463,5
synthRAD2025_Train_2.5D/Task2/TH/2THD040/ct.mha,"(5, 468, 494)","(1.0, 1.0, 1.0)",494,468,5
synthRAD2025_Train_2.5D/Task2/TH/2THD042/ct.mha,"(5, 471, 499)","(1.0, 1.0, 1.0)",499,471,5
synthRAD2025_Train_2.5D/Task2/TH/2THD043/ct.mha,"(5, 479, 499)","(1.0, 1.0, 1.0)",499,479,5
synthRAD2025_Train_2.5D/Task2/TH/2THD044/ct.mha,"(5, 394, 406)","(1.0, 1.0, 1.0)",406,394,5
synthRAD2025_Train_2.5D/Task2/TH/2THD047/ct.mha,"(5, 469, 499)","(1.0, 1.0, 1.0)",499,469,5
synthRAD2025_Train_2.5D/Task2/TH/2THD048/ct.mha,"(5, 467, 499)","(1.0, 1.0, 1.0)",499,467,5
synthRAD2025_Train_2.5D/Task2/TH/2THD049/ct.mha,"(5, 466, 498)","(1.0, 1.0, 1.0)",498,466,5
synthRAD2025_Train_2.5D/Task2/TH/2THD050/ct.mha,"(5, 310, 311)","(1.0, 1.0, 1.0)",311,310,5
synthRAD2025_Train_2.5D/Task2/TH/2THD053/ct.mha,"(5, 477, 499)","(1.0, 1.0, 1.0)",499,477,5
synthRAD2025_Train_2.5D/Task2/TH/2THD054/ct.mha,"(5, 467, 499)","(1.0, 1.0, 1.0)",499,467,5
synthRAD2025_Train_2.5D/Task2/TH/2THD055/ct.mha,"(5, 499, 496)","(1.0, 1.0, 1.0)",496,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THD056/ct.mha,"(5, 469, 499)","(1.0, 1.0, 1.0)",499,469,5
synthRAD2025_Train_2.5D/Task2/TH/2THD060/ct.mha,"(5, 308, 307)","(1.0, 1.0, 1.0)",307,308,5
synthRAD2025_Train_2.5D/Task2/TH/2THD061/ct.mha,"(5, 472, 499)","(1.0, 1.0, 1.0)",499,472,5
synthRAD2025_Train_2.5D/Task2/TH/2THD062/ct.mha,"(5, 310, 309)","(1.0, 1.0, 1.0)",309,310,5
synthRAD2025_Train_2.5D/Task2/TH/2THD063/ct.mha,"(5, 465, 499)","(1.0, 1.0, 1.0)",499,465,5
synthRAD2025_Train_2.5D/Task2/TH/2THD064/ct.mha,"(5, 308, 315)","(1.0, 1.0, 1.0)",315,308,5
synthRAD2025_Train_2.5D/Task2/TH/2THD067/ct.mha,"(5, 467, 499)","(1.0, 1.0, 1.0)",499,467,5
synthRAD2025_Train_2.5D/Task2/TH/2THD068/ct.mha,"(5, 312, 307)","(1.0, 1.0, 1.0)",307,312,5
synthRAD2025_Train_2.5D/Task2/TH/2THD069/ct.mha,"(5, 468, 499)","(1.0, 1.0, 1.0)",499,468,5
synthRAD2025_Train_2.5D/Task2/TH/2THD070/ct.mha,"(5, 464, 499)","(1.0, 1.0, 1.0)",499,464,5
synthRAD2025_Train_2.5D/Task2/TH/2THD074/ct.mha,"(5, 469, 499)","(1.0, 1.0, 1.0)",499,469,5
synthRAD2025_Train_2.5D/Task2/TH/2THD075/ct.mha,"(5, 499, 499)","(1.0, 1.0, 1.0)",499,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THD076/ct.mha,"(5, 469, 499)","(1.0, 1.0, 1.0)",499,469,5
synthRAD2025_Train_2.5D/Task2/TH/2THD078/ct.mha,"(5, 499, 499)","(1.0, 1.0, 1.0)",499,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THD079/ct.mha,"(5, 467, 499)","(1.0, 1.0, 1.0)",499,467,5
synthRAD2025_Train_2.5D/Task2/TH/2THD082/ct.mha,"(5, 465, 499)","(1.0, 1.0, 1.0)",499,465,5
synthRAD2025_Train_2.5D/Task2/TH/2THD083/ct.mha,"(5, 467, 499)","(1.0, 1.0, 1.0)",499,467,5
synthRAD2025_Train_2.5D/Task2/TH/2THD084/ct.mha,"(5, 466, 499)","(1.0, 1.0, 1.0)",499,466,5
synthRAD2025_Train_2.5D/Task2/TH/2THD085/ct.mha,"(5, 465, 495)","(1.0, 1.0, 1.0)",495,465,5
synthRAD2025_Train_2.5D/Task2/TH/2THD086/ct.mha,"(5, 499, 499)","(1.0, 1.0, 1.0)",499,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THD087/ct.mha,"(5, 466, 494)","(1.0, 1.0, 1.0)",494,466,5
synthRAD2025_Train_2.5D/Task2/TH/2THD088/ct.mha,"(5, 473, 499)","(1.0, 1.0, 1.0)",499,473,5
synthRAD2025_Train_2.5D/Task2/TH/2THD089/ct.mha,"(5, 468, 499)","(1.0, 1.0, 1.0)",499,468,5
synthRAD2025_Train_2.5D/Task2/TH/2THD091/ct.mha,"(5, 471, 499)","(1.0, 1.0, 1.0)",499,471,5
synthRAD2025_Train_2.5D/Task2/TH/2THD093/ct.mha,"(5, 467, 499)","(1.0, 1.0, 1.0)",499,467,5
synthRAD2025_Train_2.5D/Task2/TH/2THD094/ct.mha,"(5, 473, 499)","(1.0, 1.0, 1.0)",499,473,5
synthRAD2025_Train_2.5D/Task2/TH/2THD095/ct.mha,"(5, 499, 498)","(1.0, 1.0, 1.0)",498,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THD096/ct.mha,"(5, 446, 499)","(1.0, 1.0, 1.0)",499,446,5
synthRAD2025_Train_2.5D/Task2/TH/2THD097/ct.mha,"(5, 468, 499)","(1.0, 1.0, 1.0)",499,468,5
synthRAD2025_Train_2.5D/Task2/TH/2THD098/ct.mha,"(5, 316, 308)","(1.0, 1.0, 1.0)",308,316,5
synthRAD2025_Train_2.5D/Task2/TH/2THD100/ct.mha,"(5, 474, 499)","(1.0, 1.0, 1.0)",499,474,5
synthRAD2025_Train_2.5D/Task2/TH/2THD101/ct.mha,"(5, 499, 487)","(1.0, 1.0, 1.0)",487,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THD102/ct.mha,"(5, 470, 496)","(1.0, 1.0, 1.0)",496,470,5
synthRAD2025_Train_2.5D/Task2/TH/2THD103/ct.mha,"(5, 474, 499)","(1.0, 1.0, 1.0)",499,474,5
synthRAD2025_Train_2.5D/Task2/TH/2THD104/ct.mha,"(5, 467, 499)","(1.0, 1.0, 1.0)",499,467,5
synthRAD2025_Train_2.5D/Task2/TH/2THD105/ct.mha,"(5, 472, 499)","(1.0, 1.0, 1.0)",499,472,5
synthRAD2025_Train_2.5D/Task2/TH/2THD106/ct.mha,"(5, 471, 499)","(1.0, 1.0, 1.0)",499,471,5
synthRAD2025_Train_2.5D/Task2/TH/2THD107/ct.mha,"(5, 540, 539)","(1.0, 1.0, 1.0)",539,540,5
synthRAD2025_Train_2.5D/Task2/TH/2THD108/ct.mha,"(5, 467, 499)","(1.0, 1.0, 1.0)",499,467,5
synthRAD2025_Train_2.5D/Task2/TH/2THD109/ct.mha,"(5, 468, 492)","(1.0, 1.0, 1.0)",492,468,5
synthRAD2025_Train_2.5D/Task2/TH/2THD110/ct.mha,"(5, 470, 492)","(1.0, 1.0, 1.0)",492,470,5
synthRAD2025_Train_2.5D/Task2/TH/2THD111/ct.mha,"(5, 468, 499)","(1.0, 1.0, 1.0)",499,468,5
synthRAD2025_Train_2.5D/Task2/TH/2THD112/ct.mha,"(5, 466, 499)","(1.0, 1.0, 1.0)",499,466,5
synthRAD2025_Train_2.5D/Task2/TH/2THD113/ct.mha,"(5, 470, 499)","(1.0, 1.0, 1.0)",499,470,5
synthRAD2025_Train_2.5D/Task2/TH/2THD114/ct.mha,"(5, 472, 499)","(1.0, 1.0, 1.0)",499,472,5
synthRAD2025_Train_2.5D/Task2/TH/2THD115/ct.mha,"(5, 469, 499)","(1.0, 1.0, 1.0)",499,469,5
synthRAD2025_Train_2.5D/Task2/TH/2THE001/ct.mha,"(5, 497, 499)","(1.0, 1.0, 1.0)",499,497,5
synthRAD2025_Train_2.5D/Task2/TH/2THE003/ct.mha,"(5, 477, 497)","(1.0, 1.0, 1.0)",497,477,5
synthRAD2025_Train_2.5D/Task2/TH/2THE004/ct.mha,"(5, 478, 502)","(1.0, 1.0, 1.0)",502,478,5
synthRAD2025_Train_2.5D/Task2/TH/2THE006/ct.mha,"(5, 499, 500)","(1.0, 1.0, 1.0)",500,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THE010/ct.mha,"(5, 497, 486)","(1.0, 1.0, 1.0)",486,497,5
synthRAD2025_Train_2.5D/Task2/TH/2THE013/ct.mha,"(5, 496, 498)","(1.0, 1.0, 1.0)",498,496,5
synthRAD2025_Train_2.5D/Task2/TH/2THE014/ct.mha,"(5, 449, 498)","(1.0, 1.0, 1.0)",498,449,5
synthRAD2025_Train_2.5D/Task2/TH/2THE015/ct.mha,"(5, 478, 503)","(1.0, 1.0, 1.0)",503,478,5
synthRAD2025_Train_2.5D/Task2/TH/2THE019/ct.mha,"(5, 496, 497)","(1.0, 1.0, 1.0)",497,496,5
synthRAD2025_Train_2.5D/Task2/TH/2THE020/ct.mha,"(5, 499, 499)","(1.0, 1.0, 1.0)",499,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THE021/ct.mha,"(5, 480, 501)","(1.0, 1.0, 1.0)",501,480,5
synthRAD2025_Train_2.5D/Task2/TH/2THE022/ct.mha,"(5, 497, 498)","(1.0, 1.0, 1.0)",498,497,5
synthRAD2025_Train_2.5D/Task2/TH/2THE023/ct.mha,"(5, 477, 500)","(1.0, 1.0, 1.0)",500,477,5
synthRAD2025_Train_2.5D/Task2/TH/2THE025/ct.mha,"(5, 482, 479)","(1.0, 1.0, 1.0)",479,482,5
synthRAD2025_Train_2.5D/Task2/TH/2THE026/ct.mha,"(5, 497, 503)","(1.0, 1.0, 1.0)",503,497,5
synthRAD2025_Train_2.5D/Task2/TH/2THE028/ct.mha,"(5, 500, 495)","(1.0, 1.0, 1.0)",495,500,5
synthRAD2025_Train_2.5D/Task2/TH/2THE030/ct.mha,"(5, 500, 499)","(1.0, 1.0, 1.0)",499,500,5
synthRAD2025_Train_2.5D/Task2/TH/2THE031/ct.mha,"(5, 477, 502)","(1.0, 1.0, 1.0)",502,477,5
synthRAD2025_Train_2.5D/Task2/TH/2THE035/ct.mha,"(5, 499, 499)","(1.0, 1.0, 1.0)",499,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THE038/ct.mha,"(5, 490, 497)","(1.0, 1.0, 1.0)",497,490,5
synthRAD2025_Train_2.5D/Task2/TH/2THE039/ct.mha,"(5, 496, 499)","(1.0, 1.0, 1.0)",499,496,5
synthRAD2025_Train_2.5D/Task2/TH/2THE040/ct.mha,"(5, 477, 497)","(1.0, 1.0, 1.0)",497,477,5
synthRAD2025_Train_2.5D/Task2/TH/2THE042/ct.mha,"(5, 492, 498)","(1.0, 1.0, 1.0)",498,492,5
synthRAD2025_Train_2.5D/Task2/TH/2THE045/ct.mha,"(5, 499, 498)","(1.0, 1.0, 1.0)",498,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THE046/ct.mha,"(5, 440, 494)","(1.0, 1.0, 1.0)",494,440,5
synthRAD2025_Train_2.5D/Task2/TH/2THE047/ct.mha,"(5, 503, 501)","(1.0, 1.0, 1.0)",501,503,5
synthRAD2025_Train_2.5D/Task2/TH/2THE048/ct.mha,"(5, 505, 502)","(1.0, 1.0, 1.0)",502,505,5
synthRAD2025_Train_2.5D/Task2/TH/2THE049/ct.mha,"(5, 497, 478)","(1.0, 1.0, 1.0)",478,497,5
synthRAD2025_Train_2.5D/Task2/TH/2THE056/ct.mha,"(5, 499, 482)","(1.0, 1.0, 1.0)",482,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THE058/ct.mha,"(5, 440, 482)","(1.0, 1.0, 1.0)",482,440,5
synthRAD2025_Train_2.5D/Task2/TH/2THE060/ct.mha,"(5, 498, 496)","(1.0, 1.0, 1.0)",496,498,5
synthRAD2025_Train_2.5D/Task2/TH/2THE066/ct.mha,"(5, 464, 499)","(1.0, 1.0, 1.0)",499,464,5
synthRAD2025_Train_2.5D/Task2/TH/2THE068/ct.mha,"(5, 481, 501)","(1.0, 1.0, 1.0)",501,481,5
synthRAD2025_Train_2.5D/Task2/TH/2THE069/ct.mha,"(5, 490, 478)","(1.0, 1.0, 1.0)",478,490,5
synthRAD2025_Train_2.5D/Task2/TH/2THE071/ct.mha,"(5, 498, 497)","(1.0, 1.0, 1.0)",497,498,5
synthRAD2025_Train_2.5D/Task2/TH/2THE072/ct.mha,"(5, 497, 496)","(1.0, 1.0, 1.0)",496,497,5
synthRAD2025_Train_2.5D/Task2/TH/2THE077/ct.mha,"(5, 499, 497)","(1.0, 1.0, 1.0)",497,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THE080/ct.mha,"(5, 478, 498)","(1.0, 1.0, 1.0)",498,478,5
synthRAD2025_Train_2.5D/Task2/TH/2THE081/ct.mha,"(5, 501, 504)","(1.0, 1.0, 1.0)",504,501,5
synthRAD2025_Train_2.5D/Task2/TH/2THE083/ct.mha,"(5, 494, 507)","(1.0, 1.0, 1.0)",507,494,5
synthRAD2025_Train_2.5D/Task2/TH/2THE086/ct.mha,"(5, 498, 496)","(1.0, 1.0, 1.0)",496,498,5
synthRAD2025_Train_2.5D/Task2/TH/2THE089/ct.mha,"(5, 297, 296)","(1.0, 1.0, 1.0)",296,297,5
synthRAD2025_Train_2.5D/Task2/TH/2THE091/ct.mha,"(5, 500, 498)","(1.0, 1.0, 1.0)",498,500,5
synthRAD2025_Train_2.5D/Task2/TH/2THE092/ct.mha,"(5, 500, 501)","(1.0, 1.0, 1.0)",501,500,5
synthRAD2025_Train_2.5D/Task2/TH/2THE097/ct.mha,"(5, 498, 500)","(1.0, 1.0, 1.0)",500,498,5
synthRAD2025_Train_2.5D/Task2/TH/2THE098/ct.mha,"(5, 500, 499)","(1.0, 1.0, 1.0)",499,500,5
synthRAD2025_Train_2.5D/Task2/TH/2THE099/ct.mha,"(5, 497, 498)","(1.0, 1.0, 1.0)",498,497,5
synthRAD2025_Train_2.5D/Task2/TH/2THE100/ct.mha,"(5, 499, 498)","(1.0, 1.0, 1.0)",498,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THE101/ct.mha,"(5, 477, 500)","(1.0, 1.0, 1.0)",500,477,5
synthRAD2025_Train_2.5D/Task2/TH/2THE102/ct.mha,"(5, 481, 500)","(1.0, 1.0, 1.0)",500,481,5
synthRAD2025_Train_2.5D/Task2/TH/2THE104/ct.mha,"(5, 488, 497)","(1.0, 1.0, 1.0)",497,488,5
synthRAD2025_Train_2.5D/Task2/TH/2THE105/ct.mha,"(5, 505, 500)","(1.0, 1.0, 1.0)",500,505,5
synthRAD2025_Train_2.5D/Task2/TH/2THE106/ct.mha,"(5, 512, 503)","(1.0, 1.0, 1.0)",503,512,5
synthRAD2025_Train_2.5D/Task2/TH/2THE107/ct.mha,"(5, 498, 499)","(1.0, 1.0, 1.0)",499,498,5
synthRAD2025_Train_2.5D/Task2/TH/2THE108/ct.mha,"(5, 500, 503)","(1.0, 1.0, 1.0)",503,500,5
synthRAD2025_Train_2.5D/Task2/TH/2THE109/ct.mha,"(5, 501, 502)","(1.0, 1.0, 1.0)",502,501,5
synthRAD2025_Train_2.5D/Task2/TH/2THE110/ct.mha,"(5, 503, 499)","(1.0, 1.0, 1.0)",499,503,5
synthRAD2025_Train_2.5D/Task2/TH/2THE111/ct.mha,"(5, 299, 297)","(1.0, 1.0, 1.0)",297,299,5
synthRAD2025_Train_2.5D/Task2/TH/2THE112/ct.mha,"(5, 500, 500)","(1.0, 1.0, 1.0)",500,500,5
synthRAD2025_Train_2.5D/Task2/TH/2THE113/ct.mha,"(5, 499, 499)","(1.0, 1.0, 1.0)",499,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THE114/ct.mha,"(5, 493, 501)","(1.0, 1.0, 1.0)",501,493,5
synthRAD2025_Train_2.5D/Task2/TH/2THE115/ct.mha,"(5, 500, 501)","(1.0, 1.0, 1.0)",501,500,5
synthRAD2025_Train_2.5D/Task2/TH/2THE116/ct.mha,"(5, 499, 498)","(1.0, 1.0, 1.0)",498,499,5
synthRAD2025_Train_2.5D/Task2/TH/2THE117/ct.mha,"(5, 498, 497)","(1.0, 1.0, 1.0)",497,498,5
synthRAD2025_Train_2.5D/Task2/TH/2THE119/ct.mha,"(5, 498, 498)","(1.0, 1.0, 1.0)",498,498,5
